35128	ceno	1499.06	102.65	43.25
35187	ceno	1504.56	102.47	43.97
35408	ceno	1507.65	103.99	43.8
35415	ceno	1491.85	108.08	43.66
35553	ceno	1504.22	99.38	43.64
35692	ceno	1478.15	107.09	43.72
36113	ceno	1654.25	110.45	48.18
36271	ceno	1643.89	122.35	47.98
36283	ceno	1627.75	124.38	47.27
36417	ceno	1635.44	117.72	47.85
36447	ceno	1621.48	115.27	47.34
36461	ceno	1617.63	120.47	47.23
36561	ceno	1613.71	124.16	47.11
36790	ceno	1622.84	113.87	47.81
36844	ceno	1639.91	116.15	47.29
36920	ceno	1637.33	112.68	46.89
36969	ceno	1686.41	130.27	49.05
38705	ceno	1878.20	140.85	54.3
39067	ceno	1883.44	141.07	54.26
39569	ceno	1885.58	139.86	54.25
40270	ceno	1895.54	138.76	54.87
40302	ceno	1885.12	136.74	54.26
40637	ceno	1924.26	137.65	54.29
40740	ceno	1896.97	142.91	55.28
41024	ceno	1896.07	140.33	54.26
41106	ceno	1881.46	138.23	54.33
41289	ceno	1908.47	139.12	54
41419	ceno	1895.87	140.13	54.49
41878	ceno	1894.62	144.39	54.66
42017	ceno	1929.76	134.40	54.92
42104	ceno	1890.20	139.66	54.54
42233	ceno	1906.15	133.99	54.79
42304	ceno	1895.08	136.24	54.39
42326	ceno	1900.58	137.98	54.45
42605	ceno	1895.07	133.10	54.73
42624	ceno	1918.01	135.69	54.29
42651	ceno	1944.23	145.43	54.84
42868	ceno	1918.35	148.25	54.76
43102	ceno	1922.29	140.04	55.17
43137	ceno	1963.84	143.31	56.01
43210	ceno	1953.12	138.17	55.66
43226	ceno	1940.88	140.82	56.09
43338	ceno	1972.15	136.54	55.58
43463	ceno	1937.55	143.27	55.63
43607	ceno	1967.40	147.78	56.88
43664	ceno	2011.48	144.88	56.63
43820	ceno	2045.61	144.77	57.78
43874	ceno	2021.63	143.13	57.23
43904	ceno	2031.90	142.29	56.55
43993	ceno	2040.15	141.29	57.8
44001	ceno	2022.31	143.94	57.83
44370	ceno	2010.52	143.91	56.99
44434	ceno	2041.09	144.28	57.65
44620	ceno	2016.62	146.82	57.92
45317	ceno	2027.37	144.18	58.45
45383	ceno	NaN	NaN	NaN
45909	ceno	2077.28	146.43	59.41
46656	ceno	2087.98	151.16	59.2
46702	ceno	2117.80	148.73	59.51
46737	ceno	2115.88	148.56	59.63
46806	ceno	2096.91	147.88	59.27
47023	ceno	2075.52	149.66	58.86
47259	ceno	2077.00	149.76	58.92
47330	ceno	2073.54	146.80	58.13
47485	ceno	2115.73	151.78	59.92
47509	ceno	2249.40	170.84	63.82
47889	ceno	2234.14	168.51	63.41
48395	ceno	2224.46	163.57	63.46
48881	ceno	2238.57	169.09	63.33
49500	ceno	2231.51	170.35	63.39
49574	ceno	2234.08	162.17	63.32
49608	ceno	2242.05	165.94	63.75
49782	ceno	2260.87	168.15	64.41
49833	ceno	2264.07	169.07	64.36
49870	ceno	2245.72	164.48	64.06
49945	ceno	2236.01	160.83	63.45
50250	ceno	2257.86	160.13	63.41
50495	ceno	2223.38	171.28	63.73
51089	ceno	2231.26	170.31	63.84
51234	ceno	2211.29	173.15	63
51244	ceno	2239.18	167.43	63.41
51480	ceno	2233.04	171.36	64.17
51510	ceno	2234.65	168.34	63.93
51547	ceno	2253.03	168.61	64.95
51556	ceno	2214.91	170.24	62.65
52104	ceno	2234.20	165.43	63.61
53840	ceno	2291.18	167.17	65.2
53888	ceno	2286.98	169.15	65.34
54219	ceno	2267.57	162.53	63.25
54411	ceno	2247.49	166.90	63.86
54420	ceno	2269.00	167.87	65.42
54552	ceno	2235.11	171.39	64.16
54625	ceno	2247.22	166.94	64.11
54702	ceno	2258.54	172.38	63.97
54777	ceno	2251.92	166.33	64.09
55292	ceno	2260.47	168.15	63.8
56153	ceno	2533.88	176.93	70.99
56217	ceno	2528.75	188.44	71.41
56622	ceno	2534.71	178.48	70.76
56815	ceno	2526.79	185.33	71.67
56856	ceno	2553.52	183.44	72.17
57066	ceno	2550.66	184.39	71.8
57093	ceno	2524.85	194.49	72.19
57664	ceno	2503.56	183.05	70.32
57745	ceno	2529.09	182.74	71.37
57914	ceno	2538.42	184.62	72.22
58416	ceno	2546.59	178.96	71.21
58741	ceno	2552.78	189.45	72.48
58935	ceno	2566.31	185.20	73.47
59008	ceno	2534.71	182.61	71.46
59515	ceno	2529.11	184.23	72.05
59598	ceno	2545.94	192.79	72.36
59885	ceno	2544.05	179.23	72.52
60050	ceno	2539.98	194.97	72.6
60292	ceno	2564.64	188.14	72
60647	ceno	2547.06	185.29	72.65
60827	ceno	2554.05	185.26	72.05
61134	ceno	2535.42	186.66	71.55
61153	ceno	2535.26	183.85	72.78
61295	ceno	2551.48	181.16	71.4
61376	ceno	2560.79	180.95	72.14
61649	ceno	2564.84	185.41	72.28
62517	ceno	2538.69	189.96	72.39
62548	ceno	2541.12	180.50	72.27
62551	ceno	2574.53	184.34	72.12
62665	ceno	2560.08	187.14	72.24
62666	ceno	2559.92	183.78	72.99
